AÑO,O,D,OPERACIÓN,TIPO DE CARGA,PRODUCTO,CARGA (TON/AÑO),ORIGEN_PROVINCIA,DESTINO_PROVINCIA,ORIGEN_REGION,DESTINO_REGION
2020,9,33,Importación,NO CONTENEDOR,Manufacturas,"1.460,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,33,Importación,CONTENEDOR,Maquinarias y vehículos,"9.874,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,33,Importación,NO CONTENEDOR,Maquinarias y vehículos,"2.124,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,33,Importación,CONTENEDOR,Materiales de Construcción,"20.006,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,33,Importación,NO CONTENEDOR,Materiales de Construcción,"279,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Alimentos y bebidas,"7.437,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Alimentos y bebidas,"35.863,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Frutas,"3.548,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Frutas,"0,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Otros productos,"19.154,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Otros productos,"2.810,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Manufacturas,"18.296,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Manufacturas,"181,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Maquinarias y vehículos,"28.371,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Maquinarias y vehículos,25.981,San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,CONTENEDOR,Materiales de Construcción,89.378,San Antonio,Santiago,Valparaíso,Santiago
2020,9,34,Importación,NO CONTENEDOR,Materiales de Construcción,"397,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Alimentos y bebidas,"5.358,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,NO CONTENEDOR,Alimentos y bebidas,"16.125,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"2.581,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Otros productos,"12.103,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,NO CONTENEDOR,Otros productos,"15.760,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Manufacturas,"27.718,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,NO CONTENEDOR,Manufacturas,"190,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Maquinarias y vehículos,"17.784,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,NO CONTENEDOR,Maquinarias y vehículos,"73.177,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,CONTENEDOR,Materiales de Construcción,"23.600,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,35,Importación,NO CONTENEDOR,Materiales de Construcción,"17.643,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Alimentos y bebidas,"12.110,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Alimentos y bebidas,"419,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Frutas,"4.835,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Frutas,"0,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Manufacturas,2.777,San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Manufacturas,"12,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Maquinarias y vehículos,"26.409,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Maquinarias y vehículos,95.580,San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Productos químicos,"6.069,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Productos químicos,"48,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,CONTENEDOR,Materiales de Construcción,"10.111,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,36,Importación,NO CONTENEDOR,Materiales de Construcción,"212,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,CONTENEDOR,Carne y pesca,"23.979,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,NO CONTENEDOR,Carne y pesca,"23,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,CONTENEDOR,Manufacturas,"4.243,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,NO CONTENEDOR,Manufacturas,35,San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,CONTENEDOR,Maquinarias y vehículos,"9.409,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,37,Importación,NO CONTENEDOR,Maquinarias y vehículos,"46.170,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Alimentos y bebidas,23.826,San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Alimentos y bebidas,"1.279,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"5.257,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"40.409,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Cobre y minerales metálicos,1.302,San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Otros productos,"14.260,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Otros productos,4.846,San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Manufacturas,"34.914,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Manufacturas,"802,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Maquinarias y vehículos,"6.737,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Maquinarias y vehículos,"21.275,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Productos químicos,"5.753,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Productos químicos,"9.694,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,CONTENEDOR,Materiales de Construcción,"17.748,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,38,Importación,NO CONTENEDOR,Materiales de Construcción,"16.059,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Alimentos y bebidas,"14.238,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Alimentos y bebidas,"37.772,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Frutas,"7.528,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Frutas,"0,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"2.171,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,92.632,San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Carne y pesca,"1.742,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Carne y pesca,"1,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Otros productos,"8.757,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Otros productos,"2.976,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Manufacturas,"22.425,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Manufacturas,"3.093,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Maquinarias y vehículos,"20.274,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Maquinarias y vehículos,"3.237,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Productos químicos,"3.341,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Productos químicos,"2.991,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,CONTENEDOR,Materiales de Construcción,"64.555,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,39,Importación,NO CONTENEDOR,Materiales de Construcción,"11.586,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Alimentos y bebidas,"6.867,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Alimentos y bebidas,"97,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.634,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"3.905,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Cobre y minerales metálicos,"1.307,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Otros productos,"23.029,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Otros productos,"8.988,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Manufacturas,"40.008,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Manufacturas,"292,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Maquinarias y vehículos,"6.256,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Maquinarias y vehículos,"17.078,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Productos químicos,"10.329,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Productos químicos,"19,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,CONTENEDOR,Materiales de Construcción,"43.905,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,40,Importación,NO CONTENEDOR,Materiales de Construcción,"33.766,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Alimentos y bebidas,"3.303,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Alimentos y bebidas,"93,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Frutas,"11.861,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Frutas,"0,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"2.366,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"47.320,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Cobre y minerales metálicos,"1.259,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Otros productos,"28.268,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Otros productos,"8.666,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Manufacturas,"42.824,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Manufacturas,"5.913,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Maquinarias y vehículos,"28.007,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Maquinarias y vehículos,"288,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Productos químicos,"30.470,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Productos químicos,"41.282,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,CONTENEDOR,Materiales de Construcción,"89.278,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,42,Importación,NO CONTENEDOR,Materiales de Construcción,"27.080,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Frutas,"3.901,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Frutas,"0,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"4.586,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Otros productos,"11.369,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Otros productos,"7.003,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Manufacturas,"27.817,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Manufacturas,"3.021,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Maquinarias y vehículos,"496,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Maquinarias y vehículos,4.055,San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Productos químicos,"19.119,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Productos químicos,"22.138,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,CONTENEDOR,Materiales de Construcción,"56.761,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,43,Importación,NO CONTENEDOR,Materiales de Construcción,"20.419,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,CONTENEDOR,Alimentos y bebidas,"5.093,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,NO CONTENEDOR,Alimentos y bebidas,"15.448,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,CONTENEDOR,Manufacturas,"9.618,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,NO CONTENEDOR,Manufacturas,"27,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,CONTENEDOR,Maquinarias y vehículos,"8.471,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,NO CONTENEDOR,Maquinarias y vehículos,"81,2",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,CONTENEDOR,Productos químicos,"4.980,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,NO CONTENEDOR,Productos químicos,"11.865,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,CONTENEDOR,Materiales de Construcción,"17.446,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,44,Importación,NO CONTENEDOR,Materiales de Construcción,"582,5",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,CONTENEDOR,Alimentos y bebidas,"10.519,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,NO CONTENEDOR,Alimentos y bebidas,"32,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,CONTENEDOR,Otros productos silvoagropecuarios,489,San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"91.844,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,CONTENEDOR,Cobre y minerales metálicos,"2.665,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,CONTENEDOR,Otros productos,10.509,San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,NO CONTENEDOR,Otros productos,"16.091,9",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,CONTENEDOR,Maquinarias y vehículos,"3.311,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,45,Importación,NO CONTENEDOR,Maquinarias y vehículos,"1.115,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,CONTENEDOR,Alimentos y bebidas,"5.256,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,NO CONTENEDOR,Alimentos y bebidas,"15.819,1",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"51,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"103.967,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,CONTENEDOR,Carne y pesca,"11.967,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,NO CONTENEDOR,Carne y pesca,"9,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,CONTENEDOR,Maquinarias y vehículos,"17.449,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,NO CONTENEDOR,Maquinarias y vehículos,"167,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,CONTENEDOR,Materiales de Construcción,"18.367,6",San Antonio,Santiago,Valparaíso,Santiago
2020,9,46,Importación,NO CONTENEDOR,Materiales de Construcción,"37.966,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,47,Importación,CONTENEDOR,Productos químicos,"3.616,3",San Antonio,Melipilla,Valparaíso,Santiago
2020,9,47,Importación,NO CONTENEDOR,Productos químicos,"3.237,8",San Antonio,Melipilla,Valparaíso,Santiago
2020,9,48,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"1.615,3",San Antonio,Melipilla,Valparaíso,Santiago
2020,9,49,Importación,CONTENEDOR,Maquinarias y vehículos,482,San Antonio,Santiago,Valparaíso,Santiago
2020,9,49,Importación,NO CONTENEDOR,Maquinarias y vehículos,3.937,San Antonio,Santiago,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Alimentos y bebidas,"4.065,2",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Alimentos y bebidas,"12,4",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Otros productos silvoagropecuarios,3.024,San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Otros productos silvoagropecuarios,"351.108,8",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Cobre y minerales metálicos,"3.090,6",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Otros productos,"16.924,9",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Otros productos,"5.751,5",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Manufacturas,"19.447,9",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Manufacturas,"202,3",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Maquinarias y vehículos,"5.527,9",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Maquinarias y vehículos,"5.087,8",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Productos químicos,"11.112,2",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Productos químicos,"15.405,8",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,CONTENEDOR,Materiales de Construcción,"33.167,8",San Antonio,Talagante,Valparaíso,Santiago
2020,9,50,Importación,NO CONTENEDOR,Materiales de Construcción,"32.808,9",San Antonio,Talagante,Valparaíso,Santiago
2020,9,51,Importación,CONTENEDOR,Carne y pesca,"2.034,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,CONTENEDOR,Otros productos,"1.428,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,NO CONTENEDOR,Otros productos,"5.630,3",San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,CONTENEDOR,Maquinarias y vehículos,"3.476,8",San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,NO CONTENEDOR,Maquinarias y vehículos,1.171,San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,CONTENEDOR,Materiales de Construcción,"17.105,4",San Antonio,Santiago,Valparaíso,Santiago
2020,9,51,Importación,NO CONTENEDOR,Materiales de Construcción,"5.840,7",San Antonio,Santiago,Valparaíso,Santiago
2020,9,55,Importación,CONTENEDOR,Alimentos y bebidas,"9.360,4",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,NO CONTENEDOR,Alimentos y bebidas,"16.709,2",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,CONTENEDOR,Frutas,"9.095,3",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,NO CONTENEDOR,Frutas,"0,7",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,CONTENEDOR,Otros productos,"1.479,5",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,NO CONTENEDOR,Otros productos,"5.829,9",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,CONTENEDOR,Manufacturas,"5.234,8",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,CONTENEDOR,Productos químicos,"4.036,3",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,NO CONTENEDOR,Productos químicos,"3.613,8",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,CONTENEDOR,Materiales de Construcción,"11.459,2",San Antonio,Curicó,Valparaíso,Maule
2020,9,55,Importación,NO CONTENEDOR,Materiales de Construcción,"12.414,6",San Antonio,Curicó,Valparaíso,Maule
2020,9,56,Importación,CONTENEDOR,Frutas,"22.215,1",San Antonio,Talca,Valparaíso,Maule
2020,9,56,Importación,NO CONTENEDOR,Frutas,"1,6",San Antonio,Talca,Valparaíso,Maule
2020,9,56,Importación,CONTENEDOR,Otros productos,"8.531,4",San Antonio,Talca,Valparaíso,Maule
2020,9,56,Importación,NO CONTENEDOR,Otros productos,"19.873,4",San Antonio,Talca,Valparaíso,Maule
2020,9,56,Importación,CONTENEDOR,Materiales de Construcción,"4.624,2",San Antonio,Talca,Valparaíso,Maule
2020,9,56,Importación,NO CONTENEDOR,Materiales de Construcción,"190,2",San Antonio,Talca,Valparaíso,Maule
2020,9,57,Importación,CONTENEDOR,Otros productos,"6.897,2",San Antonio,Linares,Valparaíso,Maule
2020,9,57,Importación,NO CONTENEDOR,Otros productos,"7.771,6",San Antonio,Linares,Valparaíso,Maule
2020,9,59,Importación,CONTENEDOR,Materiales de Construcción,"5.878,4",San Antonio,Ñuble,Valparaíso,Bío-Bío
2020,9,59,Importación,NO CONTENEDOR,Materiales de Construcción,"10.504,3",San Antonio,Ñuble,Valparaíso,Bío-Bío
2020,9,60,Importación,CONTENEDOR,Otros productos,"1.507,4",San Antonio,Concepción,Valparaíso,Bío-Bío
2020,9,60,Importación,NO CONTENEDOR,Otros productos,5.940,San Antonio,Concepción,Valparaíso,Bío-Bío
2020,9,61,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"1.798,2",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,CONTENEDOR,Manufacturas,"1.756,6",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,NO CONTENEDOR,Manufacturas,"9,2",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,CONTENEDOR,Maquinarias y vehículos,"3.097,7",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,NO CONTENEDOR,Maquinarias y vehículos,"29,7",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,CONTENEDOR,Productos químicos,"2.715,4",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,NO CONTENEDOR,Productos químicos,"2.431,1",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,CONTENEDOR,Materiales de Construcción,22.588,San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,61,Importación,NO CONTENEDOR,Materiales de Construcción,"55.140,2",San Antonio,Biobío,Valparaíso,Bío-Bío
2020,9,63,Importación,CONTENEDOR,Carne y pesca,"1.436,3",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,NO CONTENEDOR,Carne y pesca,"1,4",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,CONTENEDOR,Otros productos,"1.009,5",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,NO CONTENEDOR,Otros productos,"3.977,9",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,CONTENEDOR,Manufacturas,"1.781,7",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,NO CONTENEDOR,Manufacturas,"9,4",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,CONTENEDOR,Materiales de Construcción,"16.283,5",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,63,Importación,NO CONTENEDOR,Materiales de Construcción,"77,5",San Antonio,Arica,Valparaíso,Arica y Parinacota
2020,9,64,Importación,CONTENEDOR,Otros productos silvoagropecuarios,"2.324,8",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,CONTENEDOR,Otros productos,"7.362,3",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,NO CONTENEDOR,Otros productos,"5.073,2",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,CONTENEDOR,Manufacturas,"2.271,6",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,NO CONTENEDOR,Manufacturas,"10,5",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,CONTENEDOR,Maquinarias y vehículos,"4.004,8",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,NO CONTENEDOR,Maquinarias y vehículos,"38,4",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,CONTENEDOR,Productos químicos,"7.020,9",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,NO CONTENEDOR,Productos químicos,6.286,San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
2020,9,64,Importación,CONTENEDOR,Materiales de Construcción,"7.171,5",San Antonio,Magallanes,Valparaíso,Magallanes y Antártica Chilena
