AÑO,O,D,OPERACIÓN,TIPO DE CARGA,PRODUCTO,CARGA (TON/AÑO),ORIGEN_PROVINCIA,DESTINO_PROVINCIA,ORIGEN_REGION,DESTINO_REGION
2013,33,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"5,6",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,CONTENEDOR,Productos químicos,"2.862,3",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,NO CONTENEDOR,Productos químicos,"5,4",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,CONTENEDOR,Materiales de Construcción,"5.896,7",Santiago,San Antonio,Santiago,Valparaíso
2013,33,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"66,4",Santiago,San Antonio,Santiago,Valparaíso
2013,33,10,Exportación,CONTENEDOR,Maquinarias y vehículos,2.319,Santiago,San Antonio,Santiago,Valparaíso
2013,33,10,Exportación,NO CONTENEDOR,Maquinarias y vehículos,2,Santiago,San Antonio,Santiago,Valparaíso
2013,33,12,Exportación,CONTENEDOR,Manufacturas,"713,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,12,Exportación,NO CONTENEDOR,Manufacturas,"16,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,12,Exportación,CONTENEDOR,Productos químicos,"2.034,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,33,12,Exportación,NO CONTENEDOR,Productos químicos,"588,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,6,Exportación,CONTENEDOR,Alimentos y bebidas,"1.060,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"21,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,6,Exportación,CONTENEDOR,Frutas,"2.479,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,6,Exportación,NO CONTENEDOR,Frutas,"708,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,7,Exportación,CONTENEDOR,Alimentos y bebidas,"1.723,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"0,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,7,Exportación,CONTENEDOR,Productos químicos,"296,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,7,Exportación,NO CONTENEDOR,Productos químicos,"3,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Frutas,1.200,Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,NO CONTENEDOR,Frutas,"60,6",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Carne y pesca,"1.879,3",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,NO CONTENEDOR,Carne y pesca,"32,8",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Otros productos,"1.786,1",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Manufacturas,"699,8",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,NO CONTENEDOR,Manufacturas,"33,8",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"1.914,1",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"0,8",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,CONTENEDOR,Materiales de Construcción,"6.476,9",Santiago,San Antonio,Santiago,Valparaíso
2013,34,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"31,2",Santiago,San Antonio,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Alimentos y bebidas,"21.491,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"392,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Carne y pesca,"942,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Carne y pesca,"0,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"2.730,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"418,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Manufacturas,"642,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Manufacturas,"6,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"645,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"132,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,CONTENEDOR,Materiales de Construcción,"1.974,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"8,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,7,Exportación,CONTENEDOR,Alimentos y bebidas,"3.409,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"20,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,7,Exportación,CONTENEDOR,Frutas,"2.927,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,7,Exportación,NO CONTENEDOR,Frutas,"836,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Alimentos y bebidas,"26.560,8",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"724,7",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"1.147,2",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,1",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Carne y pesca,"2.134,4",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Carne y pesca,"1,9",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Manufacturas,799,Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Manufacturas,"8,9",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Maquinarias y vehículos,2.158,Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"1,2",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,CONTENEDOR,Materiales de Construcción,"5.467,3",Santiago,San Antonio,Santiago,Valparaíso
2013,35,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"32,2",Santiago,San Antonio,Santiago,Valparaíso
2013,35,10,Exportación,CONTENEDOR,Alimentos y bebidas,"7.850,2",Santiago,San Antonio,Santiago,Valparaíso
2013,35,10,Exportación,NO CONTENEDOR,Alimentos y bebidas,"197,1",Santiago,San Antonio,Santiago,Valparaíso
2013,35,12,Exportación,CONTENEDOR,Alimentos y bebidas,"8.211,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,35,12,Exportación,NO CONTENEDOR,Alimentos y bebidas,"172,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,36,6,Exportación,CONTENEDOR,Alimentos y bebidas,"2.131,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,36,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"22,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,36,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"244,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,36,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"50,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,36,9,Exportación,CONTENEDOR,Alimentos y bebidas,4.561,Santiago,San Antonio,Santiago,Valparaíso
2013,36,9,Exportación,CONTENEDOR,Manufacturas,"796,1",Santiago,San Antonio,Santiago,Valparaíso
2013,36,9,Exportación,NO CONTENEDOR,Manufacturas,16,Santiago,San Antonio,Santiago,Valparaíso
2013,36,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"4.693,6",Santiago,San Antonio,Santiago,Valparaíso
2013,36,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,826,Santiago,San Antonio,Santiago,Valparaíso
2013,36,12,Exportación,CONTENEDOR,Otros productos,642,Santiago,Valparaíso,Santiago,Valparaíso
2013,36,12,Exportación,NO CONTENEDOR,Otros productos,"24,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Alimentos y bebidas,"1.656,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,33,Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Frutas,"249,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Frutas,"71,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"1.143,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Carne y pesca,"836,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Carne y pesca,"0,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"2.423,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"371,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Manufacturas,"1.426,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Manufacturas,"13,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"190,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"39,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,CONTENEDOR,Materiales de Construcción,"872,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,6,Exportación,NO CONTENEDOR,Materiales de Construcción,12,Santiago,Valparaíso,Santiago,Valparaíso
2013,38,7,Exportación,CONTENEDOR,Alimentos y bebidas,"1.715,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"10,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,38,9,Exportación,CONTENEDOR,Manufacturas,"2.767,6",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,NO CONTENEDOR,Manufacturas,"8,2",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,CONTENEDOR,Maquinarias y vehículos,"1.242,4",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"0,7",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,CONTENEDOR,Productos químicos,"1.911,2",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,NO CONTENEDOR,Productos químicos,"1.387,2",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,CONTENEDOR,Materiales de Construcción,"2.085,6",Santiago,San Antonio,Santiago,Valparaíso
2013,38,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"19,6",Santiago,San Antonio,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Alimentos y bebidas,"10.464,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"74,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Frutas,"13.891,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Frutas,"3.967,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"8.250,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"2,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Carne y pesca,"1.733,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Carne y pesca,"13,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"37.044,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"18.706,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Otros productos,"2.518,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Otros productos,"11.034,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Manufacturas,"1.396,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Manufacturas,"346,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Productos químicos,"6.908,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Productos químicos,"2.594,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,CONTENEDOR,Materiales de Construcción,"26.799,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"4.471,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,7,Exportación,CONTENEDOR,Carne y pesca,"3.985,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,7,Exportación,NO CONTENEDOR,Carne y pesca,"1,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,7,Exportación,CONTENEDOR,Materiales de Construcción,"1.233,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,7,Exportación,NO CONTENEDOR,Materiales de Construcción,"11,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Alimentos y bebidas,"12.165,4",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"202,8",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Frutas,"7.158,4",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Frutas,"361,6",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.970,8",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,14,Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Cobre y minerales metálicos,"48.445,8",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"1.857,9",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Otros productos,"5.469,3",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Otros productos,"6,2",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Manufacturas,"725,8",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Manufacturas,1,Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Productos químicos,"1.502,8",Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Productos químicos,3.157,Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,CONTENEDOR,Materiales de Construcción,19.771,Santiago,San Antonio,Santiago,Valparaíso
2013,39,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"132,7",Santiago,San Antonio,Santiago,Valparaíso
2013,39,12,Exportación,CONTENEDOR,Alimentos y bebidas,8.868,Santiago,Valparaíso,Santiago,Valparaíso
2013,39,12,Exportación,NO CONTENEDOR,Alimentos y bebidas,"2,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,39,12,Exportación,CONTENEDOR,Materiales de Construcción,"2.499,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Alimentos y bebidas,"8.883,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"160,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Frutas,"2.403,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Frutas,"686,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"3.636,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Cobre y minerales metálicos,"7.787,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Cobre y minerales metálicos,"1.193,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Otros productos,"2.645,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Otros productos,"28.370,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Manufacturas,"2.921,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Manufacturas,"501,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Maquinarias y vehículos,"469,5",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Maquinarias y vehículos,"5.061,3",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,CONTENEDOR,Materiales de Construcción,"2.808,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"29,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,7,Exportación,CONTENEDOR,Alimentos y bebidas,"1.731,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,7,Exportación,NO CONTENEDOR,Alimentos y bebidas,"0,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,7,Exportación,CONTENEDOR,Productos químicos,"295,6",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,7,Exportación,NO CONTENEDOR,Productos químicos,"6,8",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Alimentos y bebidas,"10.559,7",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Alimentos y bebidas,"172,3",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Frutas,"1.008,2",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Frutas,"50,9",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"837,9",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"6,1",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Carne y pesca,"1.676,7",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Carne y pesca,"1,5",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Otros productos,"7.910,4",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Manufacturas,"3.138,4",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Manufacturas,"34,6",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Productos químicos,"2.753,9",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Productos químicos,"5,2",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,CONTENEDOR,Materiales de Construcción,"14.373,2",Santiago,San Antonio,Santiago,Valparaíso
2013,40,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"51,7",Santiago,San Antonio,Santiago,Valparaíso
2013,40,12,Exportación,CONTENEDOR,Otros productos,"180,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,12,Exportación,NO CONTENEDOR,Otros productos,"94,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,12,Exportación,CONTENEDOR,Materiales de Construcción,"2.179,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,40,12,Exportación,NO CONTENEDOR,Materiales de Construcción,"639,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,CONTENEDOR,Alimentos y bebidas,"8.783,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,NO CONTENEDOR,Alimentos y bebidas,"99,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,CONTENEDOR,Frutas,"12.438,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,NO CONTENEDOR,Frutas,"3.552,9",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,CONTENEDOR,Otros productos silvoagropecuarios,"2.675,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,NO CONTENEDOR,Otros productos silvoagropecuarios,"0,1",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,CONTENEDOR,Materiales de Construcción,1.027,Santiago,Valparaíso,Santiago,Valparaíso
2013,41,6,Exportación,NO CONTENEDOR,Materiales de Construcción,"4,4",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,7,Exportación,CONTENEDOR,Carne y pesca,"4.297,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,7,Exportación,NO CONTENEDOR,Carne y pesca,"43,7",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,7,Exportación,CONTENEDOR,Materiales de Construcción,"5.266,2",Santiago,Valparaíso,Santiago,Valparaíso
2013,41,7,Exportación,NO CONTENEDOR,Materiales de Construcción,598,Santiago,Valparaíso,Santiago,Valparaíso
2013,41,9,Exportación,CONTENEDOR,Frutas,6.897,Santiago,San Antonio,Santiago,Valparaíso
2013,41,9,Exportación,NO CONTENEDOR,Frutas,"348,3",Santiago,San Antonio,Santiago,Valparaíso
2013,41,9,Exportación,CONTENEDOR,Materiales de Construcción,"5.349,4",Santiago,San Antonio,Santiago,Valparaíso
2013,41,9,Exportación,NO CONTENEDOR,Materiales de Construcción,"46,4",Santiago,San Antonio,Santiago,Valparaíso
2013,42,6,Exportación,CONTENEDOR,Alimentos y bebidas,"1.916,2",Santiago,Valparaíso,Santiago,Valparaíso
